image_id,red_mode,green_mode,blue_mode,red_iqr,green_iqr,blue_iqr,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_Skewness,original_glcm_Autocorrelation,original_glcm_ClusterShade,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_Idmn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_MCC,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_GrayLevelNonUniformity,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_ZoneEntropy,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,melanoma,seborrheic_keratosis
ISIC_0000046,137,133,142,16,33,54,155.0,165.0,78508438.0,0.0144476618030883,5.0,3.2722557847627383,172.0,135.0,37.0,-0.1094206082688683,3.997754101640656,-0.0011153316143739,0.0011229491796718,0.4994378889188293,0.0011229491796718,0.9997754101640656,-7.2195309513208e-05,0.0009542848626635,0.0005621110811913,1.91419804597872,900.3501639344262,0.2951967750604676,3042.010491803279,1.3811475409836065,6.565024546301773,0.4117491319441279,0.3892119322762698,1.9504246510859824,0.5009855453350854,0.5,0.001311475409836,1.7177120551940469e-06,0.5,1,0
ISIC_0000049,231,205,210,43,76,105,3.0,201.0,79044515.0,1.1465966832903116,13.0,6.018525481824816,254.0,0.0,254.0,-2.203736768635079,57.07642245060008,-5.620687129497813,0.7087311750140698,0.5471348884803585,0.1030552354565512,0.996462910470716,-0.7673700916535523,0.855635752154407,0.9493934973933864,2.8065847738953336,731.630125862769,0.2970483661643398,1438.2919204222492,1.1427195533083894,93.43665299176814,5.601119540195656,0.4256144067650215,2.5523855213915287,0.7981751478541383,0.0243982169390787,1.3371053875363532,0.0380129710232592,1.033916319465398,1,0
ISIC_0000054,211,112,77,34,56,65,149.0,157.0,53538051.0,0.5669033109817858,4.0,2.877390209881549,166.0,144.0,22.0,0.2453999699003449,3.569112032433698,-0.5521049619544594,0.0553952655383593,0.7591059125263279,0.0553952655383593,0.9889209468923282,-0.5145741141239256,0.6628660897847506,0.7591059125263252,2.471583790676664,677.6643326039388,0.2965708238966909,1756.4223194748358,1.7967177242888404,5.652684153645201,0.5359398866041829,0.4194412949935113,2.413329073006274,14.11508207934336,0.0221454963959052,0.0395237707626083,0.0046610895669463,0.0217194570135746,1,0
ISIC_0000056,224,174,152,26,47,67,165.0,173.0,84268868.0,0.2453291937545438,4.0,3.177382343449854,183.0,158.0,25.0,0.0417254296177163,1.1129047928375173,0.2145658018391323,0.0301668964637346,0.631974603183748,0.0301668964637346,0.9939666207072532,-0.409068201714283,0.4273850383783835,0.6319746031837066,2.093837353889072,909.5083022704168,0.3082034233379928,2720.759403592003,4.910369366316503,1.6913537482363683,1.482765657424606,0.4305741984742225,2.034020385613168,16.779316222822587,0.033938882792396,0.0199693185159173,0.0007435942343462,0.0355555555555555,1,0
ISIC_0000074,134,134,153,45,71,96,132.0,185.0,55784351.0,1.7979995269714482,21.0,6.676227531596015,200.0,48.0,152.0,-1.8732901342145507,38.285025366100726,-15.801108061395588,0.1401663745063113,0.9405114656726856,0.12787289083101,0.997860282225254,-0.6850193211985536,0.9567651515246756,0.9679465480781856,3.600203258496427,632.14144898965,0.3115532030505915,707.4829965500246,0.1480410919501692,57.00501543722061,0.0466942681478117,0.4486578808743093,3.5449305658901262,0.6496378386208896,0.0226226181583025,2.6688190551122406,0.0036138905628944,0.7639959676410656,1,0
ISIC_0000077,198,176,201,10,50,65,155.0,178.0,68227019.0,0.8410061534183773,14.0,2.296235785890453,186.0,136.0,50.0,-0.0437602021734259,5.11593820073822,0.5607870579533154,0.0220068550595084,0.9424332894941402,0.0220068550595084,0.9977993144940492,-0.8252081122403264,0.8670254990210011,0.9513345840510262,2.709624028904225,725.5444219066937,0.294338507872898,1608.4709939148072,1.3603110209601084,19.71489177163575,1.1808440998079013,0.4169198371558511,2.6064643968671546,3.249257317605941,0.049713951502847,0.0574272800040551,0.0010437728660412,0.1263595093209697,1,0
ISIC_0000078,202,132,75,28,55,86,151.0,160.0,34807360.0,0.2747624827921268,5.0,3.5750920830198205,169.0,138.0,31.0,-0.1656964485164873,3.825325818086668,-0.1887061101594412,0.0544354087991336,0.4095878608188572,0.0544354087991336,0.9891129182401732,-0.1964125852088215,0.3190747351162888,0.4095878608188393,2.132717497173225,440.03894297635605,0.3060076098583839,1308.4311543810848,1.3908205841446453,6.139659586177967,0.4416701591965523,0.4181994459833795,2.1421354697677564,6.598989520958084,0.0407769743371614,0.0341079888037975,0.0015508079570161,0.0404040404040404,1,0
ISIC_0000139,110,55,57,55,46,43,149.0,177.0,91854800.0,1.1555140594706497,14.0,6.747327895517601,205.0,93.0,112.0,-0.7922678336893745,16.520893682483383,-0.515072663215939,0.0305689922027284,0.9471450961208184,0.0305689922027284,0.9991738110215478,-0.8226731961572414,0.9174096749998952,0.9828321589007654,2.990380284805967,1053.0597968069667,0.3056777349221964,1985.14107402032,0.3370944202547976,32.61933789515154,0.1300266021475065,0.4089599574058924,3.005925932982122,0.8282871996549077,0.0349505501287607,0.3247960819236671,0.0004113536580433,0.6002640439451961,1,0
ISIC_0000140,208,64,60,89,70,78,184.0,207.0,154365589.0,1.0548406652389508,13.0,3.384327704620409,221.0,150.0,71.0,-0.4543945109691956,5.691363410958842,0.3018893062930171,0.0644994448250141,0.8727049703163665,0.0644994448250141,0.9935500555174984,-0.6612507302060877,0.8625645084409261,0.8781649719713229,2.8779613437030145,1251.5397458260652,0.3118713545542151,2074.237478195864,1.0571960572583547,9.59114813559155,0.3589266065282006,0.4094383384874293,2.877804383127435,16.96984110816867,0.0120431018805005,0.1581526352844331,0.0037986441817897,0.0356098914356007,1,0
ISIC_0000141,192,41,37,90,78,60,135.0,154.0,49803800.0,0.835154060521653,10.0,3.253282561200758,179.0,118.0,61.0,0.1193708017800265,5.13257882957981,0.612466281373593,0.0904266815955245,0.7572578230719431,0.0904266815955245,0.9946807834355574,-0.4935561368032289,0.7412455834472884,0.8079917692917804,2.595964945655133,757.4028595458368,0.318504146150478,1496.1194280908326,1.0596906831137276,9.03770825079879,0.4145270279470955,0.4245244609906003,2.605495243062351,7.05493609283919,0.0135195316867577,0.4283987293492379,0.0019441187151281,0.0825583815150855,1,0
ISIC_0000142,57,52,48,103,63,57,169.0,200.0,98229809.0,1.1744437925290316,14.0,2.869125925190869,217.0,145.0,72.0,-0.161384770925116,8.661661503957747,-0.2114087260576406,0.1122707801159201,0.8074275407994682,0.1122707801159201,0.9933958364637694,-0.5345698428731138,0.8425914898526856,0.8310381819657116,2.9919719747612263,897.177916233991,0.3105496421716825,1552.4074074074074,0.6430666128225837,13.906461903774105,0.2020064865516919,0.453269926230296,2.869206746984976,7.277656467443053,0.0109033302836633,0.5266642391138059,0.0038989658448107,0.0599454193163111,1,0
ISIC_0000143,227,198,170,57,91,101,166.0,184.0,95626184.0,1.022731438055727,8.0,4.626700690349903,195.0,142.0,53.0,-0.8164258354970589,6.858732854078324,-0.4687346429471756,0.1127149800618551,0.7831830067180237,0.1127149800618551,0.9887285019938143,-0.5068668034130428,0.8048092432083609,0.8575141284981777,2.7905834786760844,992.8487394957984,0.3208948737866187,1603.251454427925,0.7902571284924225,10.33905435590582,0.256379452534473,0.4517591427430559,2.681597465535622,15.7459027285613,0.0087037367836963,0.295368496777935,0.0065375192979581,0.0325895608832437,1,0
ISIC_0000145,149,52,20,28,24,17,154.0,176.0,81338410.0,0.8580075004933797,11.0,5.336976327962312,217.0,126.0,91.0,0.2641985528197847,4.518537563350881,0.631933380362786,0.1225983120167503,0.6688136191376197,0.1225983120167503,0.99278833458725,-0.3730076652044198,0.6773381047926251,0.7919399307584492,2.589970179198508,967.061300101044,0.3257195352310691,2057.6473560121253,1.1519334044384566,7.060931390482187,0.4075382113371062,0.467291711059024,2.563369058521039,10.224477444177856,0.0094151348265911,0.5299974529624321,0.0025619330987722,0.0526355243499063,1,0
ISIC_0000146,172,78,94,38,59,62,158.3,206.0,104082190.0,1.581701110142635,24.0,2.8790782310486045,248.0,122.0,126.0,0.5082996923876197,13.668875645521346,0.9805248274078466,0.1341256873406266,0.8740621417522373,0.1341256873406266,0.9963749814232264,-0.5895963232385283,0.9161541813644,0.9260644879143188,3.404166794844886,988.210329807094,0.3074705444328233,1210.003733665215,0.4199427850376823,27.327245023676006,0.1529763171985196,0.4452989411157025,3.3118007578929465,4.204072831716422,0.0095330915785339,1.4615407187029654,0.0034840202820818,0.1391768353789467,1,0
ISIC_0000147,180,135,128,60,48,50,150.0,183.0,102361759.0,1.261543876767517,14.0,5.089354492544355,231.0,131.0,100.0,0.8521348699249766,4.992391284270282,1.7800923381924678,0.1020995256767224,0.8624982314575357,0.1020995256767224,0.99607309516628,-0.5974228381317108,0.87717308472828,0.9242180375535304,3.137101835487813,1112.0181719555194,0.3016051456348032,2002.3582858692705,1.4535694482114336,7.715339376771847,0.4417207582629385,0.4400682982077596,3.063519861550533,7.678921897728544,0.0100735466352113,0.7909565783059593,0.0027921825140729,0.1129013419147807,1,0
ISIC_0000148,46,36,38,84,45,45,126.0,152.0,55730757.0,1.054573345037454,14.0,10.403493842353129,176.0,59.0,117.0,-1.4598091814576974,16.813969632992254,-0.7649115819610715,0.050993480676715,0.9061205324984332,0.050993480676715,0.9986217978195482,-0.7207806330046506,0.8826397025477378,0.9999999999888036,2.916934125820424,880.6849315068494,0.301604428598236,1806.728767123288,0.3492307838660578,33.99758243828691,0.1184687579093158,0.3990056653948433,2.927580970084188,1.2017058831055838,0.0233175868640001,0.5669185117156434,0.0006676152938046,0.4127532505791454,1,0
ISIC_0000149,213,151,62,27,52,80,173.0,200.0,133143741.0,1.0149493357849593,14.0,2.9793510554877662,212.0,152.0,60.0,-0.4789160934403664,4.220644838479233,-0.0561551141213562,0.0812892771491497,0.8311891515106433,0.0812892771491497,0.991871072285085,-0.5994275569935206,0.8426491942416283,0.8736642416910982,2.859497257780159,1138.7968169761273,0.3020681212138268,2322.163925729443,1.6340038314176244,9.943516876997116,0.698185627192301,0.432355757901408,2.799985122932769,16.977053815560527,0.0103497596494808,0.1699296295639007,0.00460917931396,0.0240702868468539,1,0
ISIC_0000150,213,165,124,59,76,74,156.0,178.0,96726430.0,0.8978499453916667,11.0,3.421051592179104,192.0,127.0,65.0,-0.3331984578409691,4.796817029502569,0.3320520091403542,0.1548227682904765,0.6255756275995982,0.1548227682904765,0.9845177231709524,-0.323945007902475,0.6666287556664321,0.6287993629912989,2.694250386041292,1095.504488850275,0.3172616533015566,2216.074428033594,1.1667229784084692,8.089801830495693,0.4204788602649075,0.4514320220841959,2.6312017987108605,28.88594364143528,0.0056836777383801,0.3594991882226576,0.0070573321597942,0.0144181947285217,1,0
ISIC_0000151,205,36,16,90,98,71,127.0,149.0,33295060.0,0.7644805656948693,12.0,2.6485307238390265,163.0,112.0,51.0,0.0114876312428364,4.283444243040712,0.1873741267009974,0.0851220988035578,0.6977143952035982,0.0851220988035578,0.9914877901196442,-0.4392916683914346,0.6849469640528955,0.7503530023907536,2.541205459682504,554.3210798391729,0.3183923491322072,1268.5404939689834,1.2562224775033506,6.309382395045745,0.4026764495633901,0.4449545168626312,2.5405947928704102,6.882855263157897,0.0221883640446545,0.1683532308435821,0.0029102736254636,0.049244278603202,1,0
ISIC_0000152,175,96,32,49,53,48,147.0,162.0,95021407.0,0.7622696017848941,8.0,5.103946912009017,184.0,118.0,66.0,-0.0058267042541957,7.97712064083547,-0.568305373413631,0.1303459492477987,0.601480820320739,0.1303459492477987,0.9923325912207176,-0.3188339633991152,0.6101319824856666,0.8975846407782245,2.515381642155343,1296.4927245358756,0.3252615967224976,2696.846462619167,0.6053565953057924,12.576523382034694,0.2093198575622616,0.4651137273114168,2.430377551512101,11.299861779178414,0.0058508488574747,0.5978405893389317,0.0023952254569595,0.0352109234397145,1,0
ISIC_0000153,211,164,119,21,33,45,147.0,163.0,100736375.0,0.7285791788110361,8.0,4.14274170284282,178.0,114.0,64.0,-0.2786754940875726,8.011851778651259,-0.5939658525073891,0.1138869948896306,0.6362267778408811,0.1138869948896306,0.9933007650064924,-0.3441000670646645,0.6237060319272086,0.7295132805395694,2.4992493836949503,1332.4627507163325,0.3181620703716171,2891.215377268386,0.6223120954048603,12.187851645698542,0.2056733062402429,0.4477449008905487,2.487984272368819,10.530288131360434,0.0062076218271722,0.5418289475609122,0.0020872921781281,0.0365880537800308,1,0
ISIC_0000154,200,88,58,31,40,44,136.0,151.0,38651564.0,0.6430611485497093,8.0,15.814161239910485,164.0,73.0,91.0,-1.5725697783903736,16.86753510878895,0.2624441415092886,0.08566257620283,0.5800983587693831,0.08566257620283,0.9967052855306604,-0.3280335888756165,0.5375266630837816,0.7954021367985218,2.4229664490678062,584.0323607427056,0.3098314911101886,1415.6387267904508,0.2991262894193928,29.54122853605262,0.1063435121765632,0.4502507786947627,2.433058280972101,1.9506944444444445,0.0170247099138453,1.0080848980593642,0.0008712100206049,0.2774611440950369,1,0
ISIC_0000155,50,37,32,69,45,42,228.0,250.0,206723210.0,0.9708695468671992,11.0,40.14528734936271,255.0,88.0,167.0,-4.910719339161523,50.01272960692726,-4.508729962502935,0.1776309263342306,0.7172672165012589,0.1753530220062124,0.9972703086957556,-0.3183563642712932,0.6612842244617475,0.9999999999830432,2.684972836396552,1207.236565096953,0.334414560968685,2401.524099722992,0.09378577709939,70.75850666993863,0.0310642572815355,0.4834534897598082,2.612112265355252,2.1081813932454856,0.0052087811007337,5.371802373249992,0.0015640977927685,0.4511287454045729,1,0
ISIC_0000156,124,51,26,61,53,38,159.0,193.20000000000027,101428899.0,1.3427283508271035,18.0,3.266113835183214,224.0,122.0,102.0,-0.1859063775679056,12.83004583295969,-0.5550897867786964,0.1540268062268283,0.8061511261231116,0.1540268062268283,0.994075892068199,-0.5043422267060902,0.8645530819864418,0.8461519389742724,3.099793915257551,1055.8014683389415,0.3229738355273605,1446.4340776996023,0.4104406716291084,19.542878077800708,0.1348235258813371,0.4481428298538032,3.016013775312268,6.609823942978112,0.0072039689924485,1.2037655579224755,0.0040214936488475,0.0767210971774438,1,0
ISIC_0000157,220,49,46,91,70,52,161.0,183.0,39518378.0,1.1364638555938342,11.0,11.19139952085385,195.0,96.0,99.0,-1.4706156001306494,19.64207378193084,-0.18544110947356,0.0851247937426566,0.8531726371139962,0.0759971460280524,0.9967986032728788,-0.6674563248132022,0.8774507836039227,0.8912490427027683,2.9453968260508843,416.87509405568096,0.3136757667838081,645.6546275395034,0.2603655630800101,30.036227419656896,0.0823085283651453,0.4265269106255058,2.881971066149656,1.1244996350505163,0.0340514863255995,0.725637052621147,0.0015631048506927,0.6250323302072546,1,0
ISIC_0000159,62,0,16,125,118,103,165.0,208.0,54464515.0,1.6822374030907117,28.0,2.310623320323072,226.0,137.0,89.0,-0.1144497266719222,9.65348969216009,-0.7968426622165558,0.1002925297464335,0.9169901202861472,0.1002925297464335,0.9961425950097526,-0.6907456624927917,0.9447603721753076,0.93242738457109,3.514388710105961,488.41522712731927,0.3124857499215094,522.2872680742163,0.7063096253643278,14.362609986275558,0.2228967660481413,0.4285637560102528,3.44308435137256,2.5081920044065624,0.0270985403832689,0.7435017069156701,0.004714386366895,0.2308178728557734,1,0
ISIC_0000160,188,92,66,32,41,47,187.0,221.0,47254054.0,1.3324242470616774,19.0,19.207216339584,251.0,0.0,251.0,-3.971634714698468,73.15021691176472,-117.2111906740973,0.3043416053921569,0.9002719194907631,0.1429335171568627,0.9976509709909492,-0.6678094748348278,0.8868028806923478,0.9999999999986104,3.1004581910434177,353.8400702987698,0.3109315204734356,580.0,0.3014546940515784,124.37168514923532,0.2122643453954961,0.4359233348923763,2.9854682727044803,0.2199592385268115,0.0430968100281505,3.095976422635712,0.007354411213822,2.4552428734986766,1,0
ISIC_0000161,24,13,8,129,89,67,171.0,213.0,62572296.0,1.6339679096711353,22.0,15.393795617278526,228.0,44.0,184.0,-2.78956783471587,51.12765150332344,-20.59884929007348,0.1697219283293168,0.9220740025770382,0.1182841771937472,0.99801414213918,-0.7163581610230306,0.95161849881787,0.9914267537923172,3.4354437791601047,535.6099290780141,0.3165543316063913,671.5508274231679,0.103737512467337,77.12296987910307,0.0344660577715038,0.4729070219679576,3.3155953874289974,0.3486835811540777,0.0300139603941076,3.021913412082362,0.0020973003063271,1.5971369932240798,1,0
ISIC_0000162,224,172,140,24,49,69,197.0,214.0,66332783.0,0.6818023780614118,8.0,48.51175779020449,221.0,77.0,144.0,-4.453994319325133,34.31112380274868,-0.9376364914558746,0.0536634010337276,0.812359525431422,0.0484429204783227,0.9985708019202588,-0.6253476610136001,0.7312304243819101,0.8665308600441533,2.5253363258991364,475.4872448979592,0.3032444163890045,1145.9897959183672,0.1507440476190476,55.5825851327256,0.0488566181247564,0.4244930063951301,2.510650713832405,0.4163701858075482,0.0436421326566823,0.7801141114799256,0.0004400523378472,1.8460334509743748,1,0
ISIC_0000163,40,0,1,112,101,94,174.0,201.0,47015165.0,1.0857345463703871,14.0,5.673329076164613,211.0,107.0,104.0,-0.9161576683798855,16.4548615941197,-0.1503074069628496,0.0709188341809763,0.8579236695952741,0.0709188341809763,0.9972723525315008,-0.6436970493199032,0.8586195715816373,0.8959409125566347,2.886573739541708,423.7206661619985,0.3207575065571525,787.6040878122634,0.3067949364959206,24.17027089864265,0.0959715198149984,0.4381342096017525,2.810305479104961,0.975460036125536,0.0382206148282097,0.6045741880970098,0.001256298999668,0.5328809560725871,1,0
ISIC_0000164,139,36,39,80,61,50,131.0,182.0,29905582.0,1.788826865560712,28.25,4.797755995564189,196.0,52.0,144.0,-0.7623000603872706,23.516424139558715,-2.108833678313344,0.1677535643225183,0.8875835846269586,0.1313679288362833,0.995672229243182,-0.6679881250425417,0.9490233277303914,0.9457496384864506,3.597400786862311,373.10855263157896,0.3068326913088642,395.6842105263158,0.2407403600146198,35.329797562216186,0.0789117878212671,0.4307866424983542,3.574936457160171,0.984801563975133,0.0329922118302583,1.3837525535489494,0.0043595969907738,0.5915118148274627,1,0
ISIC_0000165,86,0,0,104,85,66,149.0,177.0,30999361.0,1.0781339757106885,15.0,3.6807253403731366,200.0,115.0,85.0,-0.2911436400049734,9.020512687756232,-0.0271244679217471,0.1237889701035325,0.7240827275247428,0.1204105917251541,0.995265769412822,-0.4506614250961353,0.7633478461223516,0.7682832543667545,2.8925793066455525,353.019014693172,0.3051158294668729,689.5375972342265,0.5964164986075098,13.767186083787958,0.1777429108386891,0.4613412247355941,2.8511461050731794,1.954540862785272,0.02526698305598,0.8831740995389518,0.0021576427304631,0.2328675339019215,1,0
ISIC_0000166,218,154,168,76,101,118,211.0,225.0,72578364.0,0.624931222336135,7.0,8.794638027290576,253.0,180.0,73.0,-0.4538840946763793,4.337824593053985,0.3785590494500539,0.0614192545861599,0.6739772101840189,0.0586720018389071,0.9964355836022362,-0.4701223459749686,0.6190739513417993,0.7712070996340558,2.426802828859796,480.101506221349,0.314408321035592,1198.3045186640472,1.186153860146984,6.531897569973645,0.3629326752110898,0.4471766415642753,2.3989648905821115,2.7550312970446083,0.0329366933889348,0.276627465028461,0.0008949915517405,0.1883251598454286,1,0
